x,y,z
-553.363654, 367.280011, 5592.159497
-581.954567, 355.600014, 5604.699371
-610.545480, 343.920017, 5617.239246
-639.136394, 332.240020, 5629.779120
-667.727307, 320.560022, 5642.318994
-696.318221, 308.880025, 5654.858869
-724.909134, 297.200028, 5667.398743
-753.500047, 285.520031, 5679.938617
-782.090961, 273.840034, 5692.478492
-810.681874, 262.160036, 5705.018366
-838.000000, 251.000000, 5717.000000
-852.675809, 221.764858, 5723.406107
-867.351617, 192.529715, 5729.812214
-882.027426, 163.294573, 5736.218321
-896.703234, 134.059430, 5742.624428
-911.379043, 104.824288, 5749.030534
-926.054851, 75.589146, 5755.436641
-940.730660, 46.354003, 5761.842748
-955.406468, 17.118861, 5768.248855
-443.000000, 377.000000, 5523.000000
-473.022115, 367.609196, 5534.027080
-503.044231, 358.218392, 5545.054161
-533.066346, 348.827588, 5556.081241
-563.088462, 339.436785, 5567.108321
-593.110577, 330.045981, 5578.135402
-623.132692, 320.655177, 5589.162482
-653.154808, 311.264373, 5600.189562
-683.176923, 301.873569, 5611.216642
-713.199039, 292.482765, 5622.243723
-743.221154, 283.091961, 5633.270803
-773.243270, 273.701157, 5644.297883
-803.265385, 264.310354, 5655.324964
-833.287500, 254.919550, 5666.352044
-863.309616, 245.528746, 5677.379124
-865.000000, 245.000000, 5678.000000
-879.466759, 215.463700, 5683.425035
-893.933518, 185.927401, 5688.850069
-908.400277, 156.391101, 5694.275104
-922.867036, 126.854802, 5699.700138
-937.333795, 97.318502, 5705.125173
-951.800554, 67.782202, 5710.550208
-966.267313, 38.245903, 5715.975242
-980.734072, 8.709603, 5721.400277
-450.000000, 440.000000, 5506.000000
-478.810534, 426.563997, 5516.026868
-507.621068, 413.127994, 5526.053736
-536.431601, 399.691991, 5536.080604
-565.242135, 386.255988, 5546.107472
-594.052669, 372.819985, 5556.134339
-622.863203, 359.383982, 5566.161207
-651.673736, 345.947979, 5576.188075
-680.484270, 332.511976, 5586.214943
-709.294804, 319.075973, 5596.241811
-738.105338, 305.639970, 5606.268679
-766.915871, 292.203967, 5616.295547
-795.726405, 278.767964, 5626.322415
-824.536939, 265.331961, 5636.349283
-853.347473, 251.895958, 5646.376151
-881.000000, 239.000000, 5656.000000
-895.095310, 209.187796, 5660.864753
-909.190620, 179.375591, 5665.729506
-923.285930, 149.563387, 5670.594259
-937.381240, 119.751183, 5675.459012
-951.476550, 89.938978, 5680.323765
-965.571860, 60.126774, 5685.188518
-979.667170, 30.314570, 5690.053271
-993.762480, 0.502366, 5694.918024
-456.000000, 388.000000, 5483.000000
-485.364199, 377.705257, 5494.952956
-514.728399, 367.410514, 5506.905913
-544.092598, 357.115771, 5518.858869
-573.456798, 346.821028, 5530.811826
-602.820997, 336.526286, 5542.764782
-632.185197, 326.231543, 5554.717739
-661.549396, 315.936800, 5566.670695
-690.913596, 305.642057, 5578.623652
-720.277795, 295.347314, 5590.576608
-749.641995, 285.052571, 5602.529565
-779.006194, 274.757828, 5614.482521
-808.370394, 264.463085, 5626.435478
-837.734593, 254.168343, 5638.388434
-867.098793, 243.873600, 5650.341391
-881.000000, 239.000000, 5656.000000
-895.095310, 209.187796, 5660.864753
-909.190620, 179.375591, 5665.729506
-923.285930, 149.563387, 5670.594259
-937.381240, 119.751183, 5675.459012
-951.476550, 89.938978, 5680.323765
-965.571860, 60.126774, 5685.188518
-979.667170, 30.314570, 5690.053271
-993.762480, 0.502366, 5694.918024
-457.000000, 420.000000, 5472.000000
-486.242218, 407.770194, 5482.316764
-515.484437, 395.540387, 5492.633528
-544.726655, 383.310581, 5502.950292
-573.968873, 371.080775, 5513.267056
-603.211092, 358.850969, 5523.583820
-632.453310, 346.621162, 5533.900584
-661.695528, 334.391356, 5544.217348
-690.937747, 322.161550, 5554.534112
-720.179965, 309.931744, 5564.850875
-749.422183, 297.701937, 5575.167639
-778.664401, 285.472131, 5585.484403
-807.906620, 273.242325, 5595.801167
-837.148838, 261.012519, 5606.117931
-866.391056, 248.782712, 5616.434695
-885.000000, 241.000000, 5623.000000
-899.520770, 211.343173, 5627.553123
-914.041541, 181.686345, 5632.106246
-928.562311, 152.029518, 5636.659369
-943.083081, 122.372690, 5641.212492
-957.603851, 92.715863, 5645.765614
-972.124622, 63.059035, 5650.318737
-986.645392, 33.402208, 5654.871860
-1001.166162, 3.745381, 5659.424983
-459.000000, 419.000000, 5453.000000
-488.583113, 406.957933, 5462.536203
-518.166225, 394.915866, 5472.072407
-547.749338, 382.873799, 5481.608610
-577.332451, 370.831732, 5491.144814
-606.915564, 358.789665, 5500.681017
-636.498676, 346.747598, 5510.217220
-666.081789, 334.705531, 5519.753424
-695.664902, 322.663464, 5529.289627
-725.248014, 310.621397, 5538.825830
-754.831127, 298.579329, 5548.362034
-784.414240, 286.537262, 5557.898237
-813.997352, 274.495195, 5567.434441
-843.580465, 262.453128, 5576.970644
-873.163578, 250.411061, 5586.506847
-884.000000, 246.000000, 5590.000000
-898.980065, 216.519233, 5594.194418
-913.960129, 187.038466, 5598.388836
-928.940194, 157.557699, 5602.583254
-943.920258, 128.076931, 5606.777672
-958.900323, 98.596164, 5610.972090
-973.880388, 69.115397, 5615.166509
-988.860452, 39.634630, 5619.360927
-1003.840517, 10.153863, 5623.555345
-460.000000, 379.000000, 5436.000000
-490.804094, 369.533021, 5444.520281
-521.608188, 360.066041, 5453.040563
-552.412283, 350.599062, 5461.560844
-583.216377, 341.132083, 5470.081125
-614.020471, 331.665103, 5478.601407
-644.824565, 322.198124, 5487.121688
-675.628659, 312.731145, 5495.641970
-706.432754, 303.264166, 5504.162251
-737.236848, 293.797186, 5512.682532
-768.040942, 284.330207, 5521.202814
-798.845036, 274.863228, 5529.723095
-829.649130, 265.396248, 5538.243376
-860.453225, 255.929269, 5546.763658
-883.000000, 249.000000, 5553.000000
-898.432519, 219.666433, 5556.534165
-913.865038, 190.332866, 5560.068329
-929.297557, 160.999299, 5563.602494
-944.730076, 131.665733, 5567.136659
-960.162596, 102.332166, 5570.670823
-975.595115, 72.998599, 5574.204988
-991.027634, 43.665032, 5577.739153
-1006.460153, 14.331465, 5581.273317
-461.000000, 391.000000, 5413.000000
-492.030950, 380.607211, 5419.338864
-523.061900, 370.214423, 5425.677728
-554.092850, 359.821634, 5432.016592
-585.123800, 349.428846, 5438.355456
-616.154750, 339.036057, 5444.694320
-647.185700, 328.643269, 5451.033183
-678.216651, 318.250480, 5457.372047
-709.247601, 307.857692, 5463.710911
-740.278551, 297.464903, 5470.049775
-771.309501, 287.072115, 5476.388639
-802.340451, 276.679326, 5482.727503
-833.371401, 266.286538, 5489.066367
-864.402351, 255.893749, 5495.405231
-882.000000, 250.000000, 5499.000000
-897.799202, 220.742218, 5501.340623
-913.598405, 191.484436, 5503.681245
-929.397607, 162.226654, 5506.021868
-945.196809, 132.968872, 5508.362490
-960.996011, 103.711090, 5510.703113
-976.795214, 74.453308, 5513.043735
-992.594416, 45.195526, 5515.384358
-1008.393618, 15.937744, 5517.724980
-461.000000, 422.000000, 5395.000000
-491.516157, 409.502907, 5399.868054
-522.032314, 397.005814, 5404.736107
-552.548471, 384.508721, 5409.604161
-583.064628, 372.011629, 5414.472214
-613.580785, 359.514536, 5419.340268
-644.096942, 347.017443, 5424.208322
-674.613099, 334.520350, 5429.076375
-705.129256, 322.023257, 5433.944429
-735.645413, 309.526164, 5438.812482
-766.161570, 297.029072, 5443.680536
-796.677727, 284.531979, 5448.548590
-827.193883, 272.034886, 5453.416643
-857.710040, 259.537793, 5458.284697
-881.000000, 250.000000, 5462.000000
-896.813243, 220.716217, 5463.874162
-912.626486, 191.432433, 5465.748324
-928.439729, 162.148650, 5467.622486
-944.252972, 132.864866, 5469.496649
-960.066215, 103.581083, 5471.370811
-975.879458, 74.297299, 5473.244973
-991.692701, 45.013516, 5475.119135
-1007.505944, 15.729733, 5476.993297
-459.000000, 391.000000, 5376.000000
-490.415715, 380.329104, 5379.208731
-521.831430, 369.658208, 5382.417462
-553.247144, 358.987312, 5385.626193
-584.662859, 348.316416, 5388.834924
-616.078574, 337.645520, 5392.043655
-647.494289, 326.974624, 5395.252386
-678.910003, 316.303728, 5398.461117
-710.325718, 305.632832, 5401.669848
-741.741433, 294.961936, 5404.878579
-773.157148, 284.291040, 5408.087310
-804.572863, 273.620144, 5411.296041
-835.988577, 262.949248, 5414.504772
-867.404292, 252.278352, 5417.713503
-880.000000, 248.000000, 5419.000000
-895.655290, 218.587031, 5419.948805
-911.310580, 189.174061, 5420.897611
-926.965870, 159.761092, 5421.846416
-942.621161, 130.348122, 5422.795222
-958.276451, 100.935153, 5423.744027
-973.931741, 71.522184, 5424.692833
-989.587031, 42.109214, 5425.641638
-1005.242321, 12.696245, 5426.590444
-459.000000, 422.000000, 5352.000000
-489.676685, 409.145008, 5354.191192
-520.353369, 396.290017, 5356.382384
-551.030054, 383.435025, 5358.573575
-581.706738, 370.580033, 5360.764767
-612.383423, 357.725042, 5362.955959
-643.060108, 344.870050, 5365.147151
-673.736792, 332.015058, 5367.338342
-704.413477, 319.160067, 5369.529534
-735.090162, 306.305075, 5371.720726
-765.766846, 293.450083, 5373.911918
-796.443531, 280.595092, 5376.103109
-827.120215, 267.740100, 5378.294301
-857.796900, 254.885109, 5380.485493
-879.000000, 246.000000, 5382.000000
-894.290765, 216.381667, 5382.240799
-909.581530, 186.763335, 5382.481599
-924.872296, 157.145002, 5382.722398
-940.163061, 127.526670, 5382.963198
-955.453826, 97.908337, 5383.203997
-970.744591, 68.290004, 5383.444797
-986.035356, 38.671672, 5383.685596
-1001.326122, 9.053339, 5383.926396
-455.000000, 373.000000, 5328.000000
-486.765454, 362.920577, 5328.687233
-518.530908, 352.841154, 5329.374467
-550.296361, 342.761731, 5330.061700
-582.061815, 332.682309, 5330.748934
-613.827269, 322.602886, 5331.436167
-645.592723, 312.523463, 5332.123400
-677.358177, 302.444040, 5332.810634
-709.123631, 292.364617, 5333.497867
-740.889084, 282.285194, 5334.185100
-772.654538, 272.205772, 5334.872334
-804.419992, 262.126349, 5335.559567
-836.185446, 252.046926, 5336.246801
-867.950900, 241.967503, 5336.934034
-871.000000, 241.000000, 5337.000000
-885.756479, 211.115030, 5336.503984
-900.512958, 181.230061, 5336.007968
-915.269436, 151.345091, 5335.511952
-930.025915, 121.460121, 5335.015936
-944.782394, 91.575152, 5334.519920
-959.538873, 61.690182, 5334.023903
-974.295352, 31.805212, 5333.527887
-989.051830, 1.920243, 5333.031871
-450.000000, 397.000000, 5307.000000
-480.909495, 384.751291, 5304.616023
-511.818990, 372.502581, 5302.232046
-542.728485, 360.253872, 5299.848069
-573.637980, 348.005162, 5297.464092
-604.547475, 335.756453, 5295.080115
-635.456970, 323.507743, 5292.696138
-666.366465, 311.259034, 5290.312161
-697.275960, 299.010324, 5287.928184
-728.185455, 286.761615, 5285.544207
-759.094950, 274.512905, 5283.160230
-790.004445, 262.264196, 5280.776253
-820.913940, 250.015487, 5278.392276
-826.000000, 248.000000, 5278.000000
-841.165349, 218.385774, 5275.969993
-856.330699, 188.771549, 5273.939985
-871.496048, 159.157323, 5271.909978
-886.661398, 129.543098, 5269.879970
-901.826747, 99.928872, 5267.849963
-916.992096, 70.314646, 5265.819956
-932.157446, 40.700421, 5263.789948
-947.322795, 11.086195, 5261.759941
-443.000000, 416.000000, 5290.000000
-473.195168, 402.282527, 5286.654275
-503.390336, 388.565055, 5283.308550
-533.585505, 374.847582, 5279.962825
-563.780673, 361.130110, 5276.617100
-593.975841, 347.412637, 5273.271375
-624.171009, 333.695165, 5269.925650
-654.366177, 319.977692, 5266.579925
-684.561346, 306.260220, 5263.234200
-714.756514, 292.542747, 5259.888475
-744.951682, 278.825275, 5256.542750
-775.146850, 265.107802, 5253.197025
-804.000000, 252.000000, 5250.000000
-819.332873, 222.504702, 5247.542058
-834.665747, 193.009403, 5245.084117
-849.998620, 163.514105, 5242.626175
-865.331494, 134.018806, 5240.168234
-880.664367, 104.523508, 5237.710292
-895.997240, 75.028210, 5235.252351
-911.330114, 45.532911, 5232.794409
-926.662987, 16.037613, 5230.336468
-436.000000, 393.000000, 5267.000000
-405.038042, 381.529414, 5262.429015
-374.076084, 370.058828, 5257.858029
-343.114125, 358.588241, 5253.287044
-312.152167, 347.117655, 5248.716058
-281.190209, 335.647069, 5244.145073
-250.228251, 324.176483, 5239.574087
-219.266293, 312.705897, 5235.003102
-188.304334, 301.235311, 5230.432116
-157.342376, 289.764724, 5225.861131
-126.380418, 278.294138, 5221.290145
-95.418460, 266.823552, 5216.719160
-77.000000, 260.000000, 5214.000000
-108.793726, 250.052504, 5212.852212
-140.587452, 240.105009, 5211.704424
-172.381179, 230.157513, 5210.556636
-204.174905, 220.210018, 5209.408848
-235.968631, 210.262522, 5208.261060
-267.762357, 200.315027, 5207.113272
-299.556083, 190.367531, 5205.965484
-331.349810, 180.420035, 5204.817696
-363.143536, 170.472540, 5203.669908
-394.937262, 160.525044, 5202.522121
-426.730988, 150.577549, 5201.374333
-458.524714, 140.630053, 5200.226545
-490.318441, 130.682558, 5199.078757
-522.112167, 120.735062, 5197.930969
-553.905893, 110.787567, 5196.783181
-585.699619, 100.840071, 5195.635393
-617.493345, 90.892575, 5194.487605
-649.287072, 80.945080, 5193.339817
-681.080798, 70.997584, 5192.192029
-712.874524, 61.050089, 5191.044241
-744.668250, 51.102593, 5189.896453
-776.461976, 41.155098, 5188.748665
-808.255703, 31.207602, 5187.600877
-840.049429, 21.260106, 5186.453089
-871.843155, 11.312611, 5185.305301
-903.636881, 1.365115, 5184.157513
-427.000000, 387.000000, 5248.000000
-457.588733, 375.600472, 5241.255279
-488.177467, 364.200944, 5234.510559
-518.766200, 352.801416, 5227.765838
-549.354934, 341.401888, 5221.021117
-579.943667, 330.002360, 5214.276396
-610.532401, 318.602832, 5207.531676
-641.121134, 307.203304, 5200.786955
-671.709868, 295.803776, 5194.042234
-702.298601, 284.404248, 5187.297513
-732.887335, 273.004720, 5180.552793
-749.000000, 267.000000, 5177.000000
-763.389482, 237.217119, 5172.872784
-777.778964, 207.434238, 5168.745569
-792.168446, 177.651356, 5164.618353
-806.557928, 147.868475, 5160.491137
-820.947410, 118.085594, 5156.363921
-835.336892, 88.302713, 5152.236706
-849.726373, 58.519832, 5148.109490
-864.115855, 28.736951, 5143.982274
-418.000000, 396.000000, 5220.000000
-448.170649, 383.971179, 5212.506636
-478.341298, 371.942358, 5205.013272
-508.511948, 359.913537, 5197.519908
-538.682597, 347.884716, 5190.026545
-568.853246, 335.855895, 5182.533181
-599.023895, 323.827074, 5175.039817
-629.194545, 311.798253, 5167.546453
-659.365194, 299.769432, 5160.053089
-689.535843, 287.740612, 5152.559725
-719.706492, 275.711791, 5145.066361
-724.000000, 274.000000, 5144.000000
-737.774046, 244.046916, 5139.080698
-751.548092, 214.093832, 5134.161396
-765.322138, 184.140748, 5129.242094
-779.096184, 154.187664, 5124.322792
-792.870229, 124.234580, 5119.403489
-806.644275, 94.281496, 5114.484187
-820.418321, 64.328412, 5109.564885
-834.192367, 34.375328, 5104.645583
-847.966413, 4.422245, 5099.726281
-410.000000, 408.000000, 5203.000000
-439.058001, 395.108070, 5192.972943
-468.116001, 382.216140, 5182.945887
-497.174002, 369.324211, 5172.918830
-526.232002, 356.432281, 5162.891774
-555.290003, 343.540351, 5152.864717
-584.348003, 330.648421, 5142.837661
-613.406004, 317.756491, 5132.810604
-642.464004, 304.864562, 5122.783548
-671.522005, 291.972632, 5112.756491
-694.000000, 282.000000, 5105.000000
-707.147105, 251.857858, 5099.548761
-720.294209, 221.715715, 5094.097523
-733.441314, 191.573573, 5088.646284
-746.588419, 161.431430, 5083.195046
-759.735523, 131.289288, 5077.743807
-772.882628, 101.147146, 5072.292569
-786.029733, 71.005003, 5066.841330
-799.176837, 40.862861, 5061.390092
-812.323942, 10.720718, 5055.938853
-394.000000, 403.000000, 5181.000000
-422.880166, 390.817821, 5169.657971
-451.760332, 378.635642, 5158.315942
-480.640499, 366.453462, 5146.973913
-509.520665, 354.271283, 5135.631884
-538.400831, 342.089104, 5124.289855
-567.280997, 329.906925, 5112.947827
-596.161164, 317.724746, 5101.605798
-625.041330, 305.542566, 5090.263769
-653.921496, 293.360387, 5078.921740
-669.000000, 287.000000, 5073.000000
-681.375840, 256.642171, 5066.970745
-693.751679, 226.284342, 5060.941490
-706.127519, 195.926513, 5054.912234
-718.503359, 165.568684, 5048.882979
-730.879199, 135.210855, 5042.853724
-743.255038, 104.853026, 5036.824469
-755.630878, 74.495197, 5030.795213
-768.006718, 44.137368, 5024.765958
-780.382557, 13.779539, 5018.736703
-383.000000, 413.000000, 5162.000000
-410.644180, 400.394254, 5148.288487
-438.288360, 387.788508, 5134.576974
-465.932540, 375.182762, 5120.865460
-493.576720, 362.577016, 5107.153947
-521.220900, 349.971270, 5093.442434
-548.865079, 337.365524, 5079.730921
-576.509259, 324.759778, 5066.019407
-604.153439, 312.154032, 5052.307894
-631.797619, 299.548286, 5038.596381
-633.000000, 299.000000, 5038.000000
-644.705176, 268.566543, 5031.078679
-656.410351, 238.133087, 5024.157357
-668.115527, 207.699630, 5017.236036
-679.820703, 177.266173, 5010.314715
-691.525878, 146.832717, 5003.393394
-703.231054, 116.399260, 4996.472072
-714.936230, 85.965803, 4989.550751
-726.641405, 55.532346, 4982.629430
-738.346581, 25.098890, 4975.708109
-363.000000, 393.000000, 5139.000000
-390.661660, 383.037114, 5123.293803
-418.323319, 373.074228, 5107.587607
-445.984979, 363.111342, 5091.881410
-473.646638, 353.148457, 5076.175214
-501.308298, 343.185571, 5060.469017
-528.969957, 333.222685, 5044.762821
-556.631617, 323.259799, 5029.056624
-584.293276, 313.296913, 5013.350428
-599.000000, 308.000000, 5005.000000
-609.993758, 277.494796, 4997.274656
-620.987517, 246.989593, 4989.549312
-631.981275, 216.484389, 4981.823969
-642.975034, 185.979185, 4974.098625
-653.968792, 155.473982, 4966.373281
-664.962551, 124.968778, 4958.647937
-675.956309, 94.463574, 4950.922594
-686.950068, 63.958371, 4943.197250
-697.943826, 33.453167, 4935.471906
-708.937585, 2.947964, 4927.746562
-351.000000, 408.000000, 5122.000000
-376.880534, 396.737175, 5104.267041
-402.761069, 385.474350, 5086.534083
-428.641603, 374.211525, 5068.801124
-454.522137, 362.948700, 5051.068165
-480.402672, 351.685874, 5033.335206
-506.283206, 340.423049, 5015.602248
-532.163740, 329.160224, 4997.869289
-558.044275, 317.897399, 4980.136330
-567.000000, 314.000000, 4974.000000
-577.312138, 283.452724, 4965.536264
-587.624276, 252.905447, 4957.072528
-597.936414, 222.358171, 4948.608793
-608.248552, 191.810894, 4940.145057
-618.560690, 161.263618, 4931.681321
-628.872827, 130.716341, 4923.217585
-639.184965, 100.169065, 4914.753849
-649.497103, 69.621788, 4906.290113
-659.809241, 39.074512, 4897.826378
-670.121379, 8.527235, 4889.362642
-332.000000, 432.000000, 5101.000000
-357.013960, 418.612247, 5083.501972
-382.027920, 405.224494, 5066.003944
-407.041879, 391.836741, 5048.505915
-432.055839, 378.448987, 5031.007887
-457.069799, 365.061234, 5013.509859
-482.083759, 351.673481, 4996.011831
-507.097719, 338.285728, 4978.513802
-532.111678, 324.897975, 4961.015774
-545.000000, 318.000000, 4952.000000
-554.998202, 287.428574, 4943.251573
-564.996404, 256.857148, 4934.503146
-574.994607, 226.285722, 4925.754719
-584.992809, 195.714296, 4917.006292
-594.991011, 165.142870, 4908.257865
-604.989213, 134.571444, 4899.509438
-614.987416, 104.000018, 4890.761011
-624.985618, 73.428592, 4882.012584
-634.983820, 42.857166, 4873.264157
-644.982022, 12.285740, 4864.515731
-319.000000, 442.000000, 5078.000000
-341.769219, 427.587569, 5058.379715
-364.538439, 413.175137, 5038.759430
-387.307658, 398.762706, 5019.139145
-410.076878, 384.350274, 4999.518861
-432.846097, 369.937843, 4979.898576
-455.615317, 355.525411, 4960.278291
-478.384536, 341.112980, 4940.658006
-501.153755, 326.700548, 4921.037721
-507.000000, 323.000000, 4916.000000
-516.191765, 292.392369, 4906.523953
-525.383531, 261.784737, 4897.047906
-534.575296, 231.177106, 4887.571859
-543.767062, 200.569475, 4878.095813
-552.958827, 169.961843, 4868.619766
-562.150593, 139.354212, 4859.143719
-571.342358, 108.746581, 4849.667672
-580.534124, 78.138949, 4840.191625
-589.725889, 47.531318, 4830.715578
-598.917654, 16.923687, 4821.239532
-309.000000, 393.000000, 5043.000000
-332.029234, 383.591716, 5020.813299
-355.058467, 374.183431, 4998.626599
-378.087701, 364.775147, 4976.439898
-401.116935, 355.366862, 4954.253197
-424.146168, 345.958578, 4932.066496
-447.175402, 336.550293, 4909.879796
-470.204636, 327.142009, 4887.693095
-473.000000, 326.000000, 4885.000000
-481.252571, 295.427976, 4874.590507
-489.505142, 264.855952, 4864.181014
-497.757713, 234.283928, 4853.771522
-506.010283, 203.711904, 4843.362029
-514.262854, 173.139881, 4832.952536
-522.515425, 142.567857, 4822.543043
-530.767996, 111.995833, 4812.133550
-539.020567, 81.423809, 4801.724058
-547.273138, 50.851785, 4791.314565
-555.525709, 20.279761, 4780.905072
-302.000000, 396.000000, 5008.000000
-323.200858, 385.553200, 4984.494701
-344.401716, 375.106401, 4960.989401
-365.602575, 364.659601, 4937.484102
-386.803433, 354.212801, 4913.978803
-408.004291, 343.766001, 4890.473503
-429.205149, 333.319202, 4866.968204
-440.000000, 328.000000, 4855.000000
-447.639988, 297.440046, 4844.099041
-455.279977, 266.880092, 4833.198082
-462.919965, 236.320139, 4822.297123
-470.559954, 205.760185, 4811.396163
-478.199942, 175.200231, 4800.495204
-485.839931, 144.640277, 4789.594245
-493.479919, 114.080323, 4778.693286
-501.119908, 83.520369, 4767.792327
-508.759896, 52.960416, 4756.891368
-516.399885, 22.400462, 4745.990409
-299.000000, 404.000000, 4958.000000
-319.680911, 390.628722, 4935.536252
-340.361821, 377.257443, 4913.072505
-361.042732, 363.886165, 4890.608757
-381.723642, 350.514886, 4868.145009
-402.404553, 337.143608, 4845.681261
-415.000000, 329.000000, 4832.000000
-422.239953, 298.462251, 4820.768791
-429.479906, 267.924501, 4809.537582
-436.719858, 237.386752, 4798.306374
-443.959811, 206.849002, 4787.075165
-451.199764, 176.311253, 4775.843956
-458.439717, 145.773503, 4764.612747
-465.679669, 115.235754, 4753.381539
-472.919622, 84.698004, 4742.150330
-480.159575, 54.160255, 4730.919121
-487.399528, 23.622505, 4719.687912
-292.000000, 389.000000, 4903.000000
-311.980385, 375.305579, 4880.101132
-331.960770, 361.611158, 4857.202264
-351.941155, 347.916737, 4834.303396
-371.921540, 334.222316, 4811.404528
-381.000000, 328.000000, 4801.000000
-387.308282, 297.571818, 4788.940050
-393.616563, 267.143635, 4776.880099
-399.924845, 236.715453, 4764.820149
-406.233127, 206.287270, 4752.760198
-412.541409, 175.859088, 4740.700248
-418.849690, 145.430905, 4728.640298
-425.157972, 115.002723, 4716.580347
-431.466254, 84.574540, 4704.520397
-437.774536, 54.146358, 4692.460447
-444.082817, 23.718175, 4680.400496
-285.000000, 355.000000, 4854.000000
-305.671039, 346.361357, 4829.318162
-326.342078, 337.722714, 4804.636325
-347.013117, 329.084071, 4779.954487
-352.000000, 327.000000, 4774.000000
-357.766112, 296.588408, 4761.630759
-363.532225, 266.176816, 4749.261518
-369.298337, 235.765223, 4736.892277
-375.064449, 205.353631, 4724.523037
-380.830561, 174.942039, 4712.153796
-386.596674, 144.530447, 4699.784555
-392.362786, 114.118855, 4687.415314
-398.128898, 83.707262, 4675.046073
-403.895011, 53.295670, 4662.676832
-409.661123, 22.884078, 4650.307591
-279.000000, 345.000000, 4797.000000
-302.266729, 335.305530, 4775.187442
-325.533457, 325.611059, 4753.374884
-327.000000, 325.000000, 4752.000000
-332.124903, 294.716482, 4739.047972
-337.249806, 264.432964, 4726.095945
-342.374709, 234.149446, 4713.143917
-347.499612, 203.865928, 4700.191889
-352.624515, 173.582410, 4687.239862
-357.749418, 143.298892, 4674.287834
-362.874321, 113.015374, 4661.335806
-367.999224, 82.731856, 4648.383779
-373.124127, 52.448339, 4635.431751
-378.249030, 22.164821, 4622.479723
-258.000000, 335.000000, 4739.000000
-289.636984, 326.059113, 4733.497916
-304.000000, 322.000000, 4731.000000
-308.694091, 291.770055, 4717.762664
-313.388182, 261.540111, 4704.525328
-318.082272, 231.310166, 4691.287992
-322.776363, 201.080221, 4678.050656
-327.470454, 170.850276, 4664.813320
-332.164545, 140.620332, 4651.575984
-336.858636, 110.390387, 4638.338648
-341.552726, 80.160442, 4625.101312
-346.246817, 49.930498, 4611.863976
-350.940908, 19.700553, 4598.626640
-215.000000, 324.000000, 4698.000000
-248.140686, 320.931418, 4699.841149
-269.000000, 319.000000, 4701.000000
-273.240911, 288.936655, 4687.240601
-277.481821, 258.873310, 4673.481201
-281.722732, 228.809965, 4659.721802
-285.963643, 198.746620, 4645.962403
-290.204554, 168.683275, 4632.203003
-294.445464, 138.619930, 4618.443604
-298.686375, 108.556584, 4604.684205
-302.927286, 78.493239, 4590.924805
-307.168197, 48.429894, 4577.165406
-311.409107, 18.366549, 4563.406007
-173.000000, 316.000000, 4661.000000
-206.273495, 314.003590, 4661.000000
-223.000000, 313.000000, 4661.000000
-226.576075, 284.902269, 4643.426147
-230.152150, 256.804538, 4625.852293
-233.728224, 228.706808, 4608.278440
-237.304299, 200.609077, 4590.704586
-240.880374, 172.511346, 4573.130733
-244.456449, 144.413615, 4555.556879
-248.032524, 116.315884, 4537.983026
-251.608599, 88.218154, 4520.409173
-255.184673, 60.120423, 4502.835319
-135.000000, 293.000000, 4630.000000
-166.650923, 300.033539, 4622.263108
-180.000000, 303.000000, 4619.000000
-183.493602, 275.770455, 4600.093448
-186.987204, 248.540909, 4581.186896
-190.480806, 221.311364, 4562.280343
-193.974408, 194.081819, 4543.373791
-197.468010, 166.852273, 4524.467239
-200.961612, 139.622728, 4505.560687
-204.455214, 112.393183, 4486.654134
-207.948816, 85.163637, 4467.747582
-211.442418, 57.934092, 4448.841030
-119.000000, 294.000000, 4608.000000
-130.762298, 281.332910, 4579.499048
-142.524596, 268.665820, 4550.998095
-145.000000, 266.000000, 4545.000000
-150.409146, 237.970791, 4527.789082
-155.818291, 209.941582, 4510.578164
-161.227437, 181.912373, 4493.367246
-166.636582, 153.883164, 4476.156329
-172.045728, 125.853955, 4458.945411
-177.454874, 97.824746, 4441.734493
-182.864019, 69.795536, 4424.523575
-188.273165, 41.766327, 4407.312657
-92.000000, 297.000000, 4583.000000
-112.015936, 283.459808, 4560.040544
-126.000000, 274.000000, 4544.000000
-129.601960, 247.435548, 4524.189222
-133.203919, 220.871097, 4504.378445
-136.805879, 194.306645, 4484.567667
-140.407838, 167.742193, 4464.756890
-144.009798, 141.177742, 4444.946112
-147.611757, 114.613290, 4425.135335
-151.213717, 88.048838, 4405.324557
-154.815676, 61.484387, 4385.513780
-78.000000, 293.000000, 4571.000000
-95.114937, 285.393361, 4543.425935
-96.000000, 285.000000, 4542.000000
-98.617313, 260.135525, 4519.954170
-101.234626, 235.271049, 4497.908339
-103.851940, 210.406574, 4475.862509
-106.469253, 185.542098, 4453.816678
-109.086566, 160.677623, 4431.770848
-111.703879, 135.813147, 4409.725017
-114.321192, 110.948672, 4387.679187
-116.938506, 86.084196, 4365.633356
-119.555819, 61.219721, 4343.587526
-57.000000, 298.000000, 4556.000000
-78.339480, 282.635574, 4535.514099
-82.000000, 280.000000, 4532.000000
-84.187262, 255.940114, 4509.033745
-86.374525, 231.880228, 4486.067490
-88.561787, 207.820341, 4463.101235
-90.749050, 183.760455, 4440.134980
-92.936312, 159.700569, 4417.168725
-95.123574, 135.640683, 4394.202470
-97.310837, 111.580797, 4371.236215
-99.498099, 87.520910, 4348.269960
-101.685361, 63.461024, 4325.303705
